,REVIEW_COMMENT_MESSAGE,SENTIMENT
6218,est parab ns entrega entrega antes previsto,1
6219,anuncio n diz produto `` compat vel '' comprei original apenas percebi chegou soubesse n original n comprado,0
6220,infelizmente entrega ainda n efetuada ainda aguardando possa testar ent dar opini,0
6221,enrolados produto comprei direto stark bem maior chegou tres dias ja targaryen faz parcerias horriveis,0
6222,agilidade postagem produto m correios ainda n entregaram encomenda aguardando n posso fazer melhor avalia,0
6223,bom produto achei pouco fina toalha falta hora compra marca fabricante,1
6224,bom entrega super r pido dentro prazo bem antes,1
6225,recebi produto veio errado pedi tapete coroa 86cm x 64cm recebi tapete formato margarida petala/rosa guga tapetes nota fiscal veio produto faturada nome outra pessoa,1
6226,fiz pedido 6 produtos s recebi 2,0
6227,produto superou expectativa conserva maneira perfeita timo acabamento,1
6228,produto legal veio bem embalado antes prazo estipulado,1
6229,entrega at antes previsto .. gostei,1
6230,produto diferente pedido ainda cima vcs prestam mal atendimento,0
6231,produto veio perfeito otima embalagem voltarei comprar.obrigado,1
6232,pendente lindo vermelho super brilhante igual foto m alum nio fino fr gil visto material antes provavelmente n optado,1
6233,lembrava disso comprei cel cabos nunca chegou .....,0
6234,entrega antes prazo previsto observa comprei 4 entregue dois outros dois est caminho,1
6235,ainda n recebi correios n atualiza site quero saber aconteceu,1
6236,super recomendo entrega bem antes prazo,1
6237,recebi antes prazo entrega informado produto veio devidamente embalado nf recomendo 100,1
6238,n veio jeito queria deu certo,1
6239,compra sucesso total chegou r pido nunca feito compra site pra chegar t antes prazo entrega assim produto exelente silencioso conzinha rapidinho recomendo,1
6240,comprei 02 jogos cama conforme consta pedido recebi s 01 jogo.quero solu problema urgente pois j paguei primeira parcela sendo lesada.sou cliente antiga baratheon,0
6241,recebi produto tempo r pido m tratar l quido deveria melhor embalado pois produto derramou acho deveriam colocar isopor embalagem,1
6242,loja boa porem neste caso s recebi itens pedido ainda n resposta loja,1
6243,at agora n recebi produto esperando pois n enviado quero devolu dinheiro,0
6244,otima compra farei vezes motivo pre conta outros concorrente entrega bem antes prazo indicado gostei compra nesta loja site vendo alguns produtos,1
6245,recebi produto dentro prazo previsto m veio estourada condi es uso,0
6246,deu tudo certo at testar produto n cumpre prometido garrafa n funciona direito quero devolver p ssima compra,0
6247,excelente mamadeira entrega super r pida,1
6248,compra simplesmente ridicula comprei som apos 20 dias tirou nf simplesmente falaram nao v mandar produto,0
6249,pre qualidade est bom tamanho cor igual foto gostei,1
6250,vcs est parab ns produto top deis j agrade ovcs,1
6251,baratheon ruim n atendente n receber reclama es,0
6252,produto veio defeito n consigo cancelar,0
6253,produto conforme anuncio chegou antes prazo,1
6254,vez comprando lannister satisfeita produto rapidez entrega 100 satisfeita,1
6255,comprei ventilador mesa veio torre base quebrada,0
6256,atraso entrega at momento nao recebi produto,0
6257,chego antes dia previsto maior esperava filho amou,1
6258,amanha maximo 6 ta darde voces precisam melhorar entrega cliente,1
6259,realizei compra produto dia 10/10/2017 pagamento confirmado dia 12 prazo entrega at dia 01/10 porem at agora n recebi nada,0
6260,n produto porque veio defeito n vou troc -lo mercadorias n s revisadas empresa vende caso lugar tecla n 7 n mero 4 2 teclas n 4,0
6261,produto inferior q demonstra foto tipo produto `` dep `` contra americana,1
6262,voc compra produto internet voc acredita venha certo menos voc receba comprou n recebi comprei vieram faltando produtos,0
6263,comprei kit 2 produtos s enviado 1 produto n obtive retorno solu problema,0
6264,targaryen enviou bem antes prazo produto tima qualidade amei tecido bem fresco resistente superou expectativas,1
6265,entrega dentro tempo previsto mercadoria tima qualidade recomendo,1
6266,produto consta entregue correios n chegou,0
6267,bom comprar lojas lannister recebi produto antes prazo perfeitas condi es,1
6268,loja si n apresentou problemas m imprevisto entregadora correios atrasou entrega acabei pedir cancelamento produto motivos pessoais,0
6269,bom ... recomendo ficou bonito super til,1
6270,rela compra entrega tudo tranquilo tapete fazendo ajustes indicados instru n encaixe perfeito,1
6271,ainda n entregue pedido j passou prazo entrega status pedido n atualizado diariamente atualizado hoje vindo cidade espero entrega,0
6272,produto n entregue conforme an ncio entregue produto diferente menor qualidade aguardando contato loja esclarecimentos ocorrido orienta es troca,0
6273,n fazia menor ideia toalha social q toalha m aff,0
6274,pendente grande lindo peguei preto amei,1
6275,n avaliar pois ainda n recebi produto,1
6276,n recomendo produto pois n alta qualidade vendedor sim entregou conforme prazo perfeito estado,1
6277,produto boa qualidade atendeu expectativa veio tempo record fato aprovo,1
6278,produto chegou bem antes prazo recomendo loja,1
6279,descri fotos produto mostra capa zenfone 3 zoom chegou pra mim n,0
6280,produto excelente entrega r pida tudo bom,1
6281,produto boa qualidade boa op n veis altura,1
6282,satisfeita pe desculpa transtorno pois pedido entregue dias diferente,1
6283,boa tarde n informa tamanho cama explica est dizendo pra cachorro porte grande golden 9 messes n cabe senti enganado,0
6284,entregou 8 dias antes prazo excelente,1
6285,fiz pedido recebi outro totalmente diferente pior n consigo contato lannister telefone n funciona profundamente indignada nunca problemas tamb m n compro,0
6286,recebi produto inteiro apesar pouco atraso transfer ncia recebi produto conforme combinado,1
6287,instalei casa pais espero funcione precisar tomara nunca precise pois gaz vazando perigoso,1
6288,s recebi controle remoto cod.012339 feito atrav s eletromassa componentes nota fiscal n 003570. controle cod 012495 n constava embalagem entrega faltou fico aguardando,0
6289,super recomendo produto chegou antes prazo previsto recomendo bastante site,1
6290,nao volto comprar loja demorando vida enttega deste produto,0
6291,leve parece pl stico pre compensa,1
6292,empresa n cumpriu data entrega quero dinheiro tapetes volta p ssima ... nunca comprarei empresa vou reclamar site reclameaqui outros defesa consumidor,0
6293,n recebi produto pois loja n colocou sobrenome identifica entrega correios n entregaria qualquer cristiane,0
6294,bom atendimento facil comprar entrega rapida,1
6295,realizei compra 3 unidades recebi somente duas at momento pe gentileza verificarem favor,0
6296,produto timo entrega rapida super recomendo,1
6297,bem gostei bonecas so cabelo frente so nao troquei nao consegui.era presente fiquei m,1
6298,pessiama loja entrega nao ocorreu ate hoje ja ultraoassado prazo requerido,0
6299,gostei design produto bonito m estreito case hds externos n coube largura case poderia largo 1cm q servir geral hds externos,0
6300,caixa produto veio violada n descri compra n informa cabo usb n vem junto,0
6301,nunca problemas entregas desse site produto sempre correto prazo,1
6302,tima sim presizar compra vou comprar,1
6303,n entregaram produto comprei insatisfeita quero dinheiro volta,0
6304,recebi apenas len ol vermelho outro n,0
6305,produto n entregue ainda vendedor n dar nenhuma satisfa j mandamei v rios email msg reclama at agora nada feito,0
6306,excelente vendedor r pido timo produto,1
6307,produto excelente qualidade empresa top entrega antes prazo recomendo,1
6308,excelente produto j usando testando controle card aco,1
6309,efetuei compra dois produtos iguais veio penas at presente data nada resolvido,0
6310,consta pedido entregue nao chegou ha possibilidade informar assinatura recebeu local,0
6311,recebi produto m veio defeito n funciona quer liga j comprei v rios produtos internet inclusive lojas lannister insatisfeito q comprei,0
6312,recebi nao marca comprei nao comprp neste site pessimo entrega pioro,0
6313,produto entregue n condiz produto comprado p ssima qualidade assess rio veio quebrado,0
6314,cortina possui tecido mil vezes bonito foto satisfeita linda,1
6315,quase m s n recebi produto,0
6316,12 dias recebi quase m s n culpo loja si agora lannister ir cima correios pois capa chegou 1 celular obrigado targaryen bom,1
6317,bom pre tima log stica super recomendo,1
6318,produto n chegou gerou estresse n conseguindo fazer devolu o. caso aconte vou justi,0
6319,maleta bonita m veio cheia riscos algumas falhas parte metal,1
6320,super recomendo entregou antes prazo determinado obrigado,1
6321,apesar pacote ter sido fraco ter rasgado transporte produto veio correto nenhum estrago legal tempo entregue curto,1
6322,infelizmente comprei segunda vez pois n vi nome loja demora entregar n h comunica cliente p ssima loja n voltaria comprar n recomendo ningu m,0
6323,capa vendida n igual apresentada foto ... tudo diferente ... fura textura acabamento forma/design ... lament vel turma aqui nesse pa s gosta passar perna ...,0
6324,correios informou ontem dia 25 produto cinco dias esperando retirada devolvido dia 24/10 s recebi informa ontem,1
6325,produto n chegou data n recomendado compro nenhum produto,0
6326,recomendaria qualquer amigo pois rapido pontual,1
6327,chegou bem antes prazo portanto super pontuais,1
6328,pareceu velho contato bateria est enferrujado n funcionou liguei abrir lixar parte met lica encosta bateria,1
6329,recebi boneca gui gui coqueteleira frida n o. aguardo verifica retorno,0
6330,produto bom cumpre promete entrega r pida recomendo,1
6331,bom dia recomendo sim excelente neg cio confian total,1
6332,tudo correu bem produto chegou antes prazo informado perfeitas condi es uso recomendo loja,1
6333,n entregar data marcada justificar desrespeito boleto pago data portanto ...,0
6334,recebi produto quebrado at momento n recebi nenhuma posi fornecedores semana nenhum atendimento qualidade,0
6335,entrega prazo correto produto otima qualidade super satisfeita compra feliz produto adquerido tanto entrega qualidade material recebido,1
6336,comprei dois fones ouvido s recebi ainda funcionar estarei devolvendo pr xima segunda feira,0
6337,entrega super r pida qualidade produtos boa,1
6338,compramos kit 2 produtos tinta colorida tinta preta impressora recebemos apenas tinta preta at momento,0
6339,produto chegou prazo m ltimo dia prazo demorou poderia r pido,1
6340,produto bom entrega super r pida,1
6341,fis execenti conpra bem atendido valeu,1
6342,rel gio delicado charmoso lindo mimo adorei,1
6343,mp3 player ok entregue blend barba respeito n entregue,0
6344,apesar demora entrega chegou dentro prazo est tudo correto,1
6345,prestou atendimento solicitado .. demora resolu,1
6346,preciso saber onem retirar produto n consigo falar ningu m,0
6347,n recebi capa sof aguardando n informada vir,0
6348,havia comprado relogio presentear filho aniversario espero receber vale compras escolher outro rel gio pois informado parceiro n produto oferecido,0
6349,recomendo todos produto excelente qualidade entrega r pida pre justo,1
6350,entrega realizada antes prazo n gostei qualidade produto m atendeu necessidades ...,1
6351,opini .tive perder dia trabalho pra ir correio buscar sendo paguei frete pra receber casa .mas tudo bem la peguei encomenda .a encomenda chegou antes praso,1
6352,bom recebi produto antes prazo estabelecido,1
6353,produto chegou prazo veio conforme an ncio pequena parte veio pouco ferrugem n nada fica vis vel produto bonito gostei,1
6354,tudo correu bem n entendo pre alto come cobrado produto dia seguinte,1
6355,entregue cartucho colorido 901 lugar preto 901 xl solicito orienta troca produto,0
6356,bom custo beneficio cadeira boa m veio faltando parafuso vieram dois porem maiores n serviram montagem super f cil,1
6357,vendedor entrou contato comigo informando problema anvisa r tulo desse produto n receberia n entendi bem achei atencioso recomendo loja n produto,1
6358,j uso produto h bom tempo sempre fa pesquisa pre acabo comprando lannister entrega super r pida,1
6359,comprei produto 250m recebi produto 100m,0
6360,gosto decomprar stark bom pre entrega r pida,1
6361,consta rastreamento correios encaminhado cidade ribeir bonito recebimento cidade sorocaba-sp contato correios entregue p juliana,0
6362,produto bom chegou menos semana porem achei aparelho depilar apenas apara bem rente pele continua l,1
6363,produto perfeito entrega r pida ... recomendo,1
